date,product_id,quantity
2024-01-30,P20,0
2024-01-31,P1,4
2024-01-31,P2,5
2024-01-31,P3,5
2024-01-31,P4,2
2024-01-31,P5,6
2024-01-31,P6,8
2024-01-31,P7,9
2024-01-31,P8,7
2024-01-31,P9,5
2024-01-31,P10,7
2024-01-31,P11,4
2024-01-31,P12,7
2024-01-31,P13,9
2024-01-31,P14,3
2024-01-31,P15,9
2024-01-31,P16,7
2024-01-31,P17,9
2024-01-31,P18,1
2024-01-31,P19,4
2024-01-31,P20,8
2024-02-01,P1,3
2024-02-01,P2,5
2024-02-01,P3,0
2024-02-01,P4,8
2024-02-01,P5,0
2024-02-01,P6,4
2024-02-01,P7,3
2024-02-01,P8,2
2024-02-01,P9,5
2024-02-01,P10,1
2024-02-01,P11,2
2024-02-01,P12,4
2024-02-01,P13,8
2024-02-01,P14,1
2024-02-01,P15,9
2024-02-01,P16,7
2024-02-01,P17,1
2024-02-01,P18,4
2024-02-01,P19,6
2024-02-01,P20,7
2024-02-02,P1,0
2024-02-02,P2,5
2024-02-02,P3,0
2024-02-02,P4,1
2024-02-02,P5,0
2024-02-02,P6,4
2024-02-02,P7,9
2024-02-02,P8,8
2024-02-02,P9,5
2024-02-02,P10,0
2024-02-02,P11,0
2024-02-02,P12,1
2024-02-02,P13,8
2024-02-02,P14,2
2024-02-02,P15,0
2024-02-02,P16,4
2024-02-02,P17,6
2024-02-02,P18,5
2024-02-02,P19,0
2024-02-02,P20,4
2024-02-03,P1,4
2024-02-03,P2,5
2024-02-03,P3,2
2024-02-03,P4,4
2024-02-03,P5,6
2024-02-03,P6,4
2024-02-03,P7,4
2024-02-03,P8,4
2024-02-03,P9,9
2024-02-03,P10,9
2024-02-03,P11,2
2024-02-03,P12,0
2024-02-03,P13,4
2024-02-03,P14,8
2024-02-03,P15,0
2024-02-03,P16,2
2024-02-03,P17,3
2024-02-03,P18,0
2024-02-03,P19,0
2024-02-03,P20,7
2024-02-04,P1,1
2024-02-04,P2,7
2024-02-04,P3,6
2024-02-04,P4,9
2024-02-04,P5,9
2024-02-04,P6,1
2024-02-04,P7,5
2024-02-04,P8,5
2024-02-04,P9,2
2024-02-04,P10,1
2024-02-04,P11,0
2024-02-04,P12,5
2024-02-04,P13,4
2024-02-04,P14,8
2024-02-04,P15,0
2024-02-04,P16,6
2024-02-04,P17,4
2024-02-04,P18,4
2024-02-04,P19,1
2024-02-04,P20,2
2024-02-05,P1,6
2024-02-05,P2,5
2024-02-05,P3,1
2024-02-05,P4,5
2024-02-05,P5,1
2024-02-05,P6,1
2024-02-05,P7,1
2024-02-05,P8,2
2024-02-05,P9,1
2024-02-05,P10,3
2024-02-05,P11,8
2024-02-05,P12,5
2024-02-05,P13,0
2024-02-05,P14,7
2024-02-05,P15,6
2024-02-05,P16,9
2024-02-05,P17,2
2024-02-05,P18,0
2024-02-05,P19,4
2024-02-05,P20,3
2024-02-06,P1,9
2024-02-06,P2,7
2024-02-06,P3,0
2024-02-06,P4,9
2024-02-06,P5,0
2024-02-06,P6,3
2024-02-06,P7,7
2024-02-06,P8,4
2024-02-06,P9,1
2024-02-06,P10,5
2024-02-06,P11,4
2024-02-06,P12,1
2024-02-06,P13,2
2024-02-06,P14,8
2024-02-06,P15,6
2024-02-06,P16,6
2024-02-06,P17,5
2024-02-06,P18,7
2024-02-06,P19,3
2024-02-06,P20,7
2024-02-07,P1,3
2024-02-07,P2,7
2024-02-07,P3,8
2024-02-07,P4,2
2024-02-07,P5,2
2024-02-07,P6,1
2024-02-07,P7,9
2024-02-07,P8,2
2024-02-07,P9,2
2024-02-07,P10,4
2024-02-07,P11,4
2024-02-07,P12,1
2024-02-07,P13,9
2024-02-07,P14,5
2024-02-07,P15,4
2024-02-07,P16,5
2024-02-07,P17,0
2024-02-07,P18,4
2024-02-07,P19,8
2024-02-07,P20,9
2024-02-08,P1,1
2024-02-08,P2,0
2024-02-08,P3,9
2024-02-08,P4,8
2024-02-08,P5,9
2024-02-08,P6,8
2024-02-08,P7,8
2024-02-08,P8,5
2024-02-08,P9,7
2024-02-08,P10,0
2024-02-08,P11,9
2024-02-08,P12,3
2024-02-08,P13,0
2024-02-08,P14,7
2024-02-08,P15,0
2024-02-08,P16,2
2024-02-08,P17,3
2024-02-08,P18,7
2024-02-08,P19,5
2024-02-08,P20,9
2024-02-09,P1,6
2024-02-09,P2,7
2024-02-09,P3,1
2024-02-09,P4,9
2024-02-09,P5,7
2024-02-09,P6,2
2024-02-09,P7,6
2024-02-09,P8,2
2024-02-09,P9,6
2024-02-09,P10,1
2024-02-09,P11,9
2024-02-09,P12,5
2024-02-09,P13,2
2024-02-09,P14,2
2024-02-09,P15,8
2024-02-09,P16,6
2024-02-09,P17,4
2024-02-09,P18,9
2024-02-09,P19,6
2024-02-09,P20,8
2024-02-10,P1,0
2024-02-10,P2,6
2024-02-10,P3,5
2024-02-10,P4,9
2024-02-10,P5,8
2024-02-10,P6,0
2024-02-10,P7,3
2024-02-10,P8,8
2024-02-10,P9,3
2024-02-10,P10,9
2024-02-10,P11,2
2024-02-10,P12,8
2024-02-10,P13,1
2024-02-10,P14,3
2024-02-10,P15,5
2024-02-10,P16,1
2024-02-10,P17,7
2024-02-10,P18,7
2024-02-10,P19,0
2024-02-10,P20,2
2024-02-11,P1,9
2024-02-11,P2,8
2024-02-11,P3,4
2024-02-11,P4,5
2024-02-11,P5,3
2024-02-11,P6,9
2024-02-11,P7,1
2024-02-11,P8,7
2024-02-11,P9,5
2024-02-11,P10,4
2024-02-11,P11,8
2024-02-11,P12,0
2024-02-11,P13,4
2024-02-11,P14,5
2024-02-11,P15,4
2024-02-11,P16,5
2024-02-11,P17,5
2024-02-11,P18,6
2024-02-11,P19,3
2024-02-11,P20,7
2024-02-12,P1,6
2024-02-12,P2,8
2024-02-12,P3,6
2024-02-12,P4,2
2024-02-12,P5,2
2024-02-12,P6,7
2024-02-12,P7,4
2024-02-12,P8,3
2024-02-12,P9,7
2024-02-12,P10,5
2024-02-12,P11,1
2024-02-12,P12,3
2024-02-12,P13,3
2024-02-12,P14,5
2024-02-12,P15,5
2024-02-12,P16,0
2024-02-12,P17,7
2024-02-12,P18,5
2024-02-12,P19,2
2024-02-12,P20,8
2024-02-13,P1,1
2024-02-13,P2,7
2024-02-13,P3,9
2024-02-13,P4,2
2024-02-13,P5,4
2024-02-13,P6,5
2024-02-13,P7,9
2024-02-13,P8,5
2024-02-13,P9,3
2024-02-13,P10,2
2024-02-13,P11,3
2024-02-13,P12,0
2024-02-13,P13,3
2024-02-13,P14,0
2024-02-13,P15,0
2024-02-13,P16,9
2024-02-13,P17,5
2024-02-13,P18,4
2024-02-13,P19,3
2024-02-13,P20,2
2024-02-14,P1,0
2024-02-14,P2,5
2024-02-14,P3,1
2024-02-14,P4,7
2024-02-14,P5,9
2024-02-14,P6,4
2024-02-14,P7,6
2024-02-14,P8,9
2024-02-14,P9,1
2024-02-14,P10,7
2024-02-14,P11,1
2024-02-14,P12,3
2024-02-14,P13,0
2024-02-14,P14,4
2024-02-14,P15,8
2024-02-14,P16,0
2024-02-14,P17,8
2024-02-14,P18,7
2024-02-14,P19,5
2024-02-14,P20,6
2024-02-15,P1,2
2024-02-15,P2,0
2024-02-15,P3,4
2024-02-15,P4,1
2024-02-15,P5,4
2024-02-15,P6,7
2024-02-15,P7,8
2024-02-15,P8,1
2024-02-15,P9,2
2024-02-15,P10,2
2024-02-15,P11,0
2024-02-15,P12,7
2024-02-15,P13,5
2024-02-15,P14,7
2024-02-15,P15,8
2024-02-15,P16,4
2024-02-15,P17,2
2024-02-15,P18,4
2024-02-15,P19,4
2024-02-15,P20,4
2024-02-16,P1,2
2024-02-16,P2,9
2024-02-16,P3,3
2024-02-16,P4,8
2024-02-16,P5,9
2024-02-16,P6,8
2024-02-16,P7,1
2024-02-16,P8,7
2024-02-16,P9,7
2024-02-16,P10,6
2024-02-16,P11,7
2024-02-16,P12,2
2024-02-16,P13,5
2024-02-16,P14,0
2024-02-16,P15,6
2024-02-16,P16,0
2024-02-16,P17,8
2024-02-16,P18,0
2024-02-16,P19,0
2024-02-16,P20,6
2024-02-17,P1,1
2024-02-17,P2,4
2024-02-17,P3,7
2024-02-17,P4,7
2024-02-17,P5,2
2024-02-17,P6,6
2024-02-17,P7,2
2024-02-17,P8,5
2024-02-17,P9,5
2024-02-17,P10,2
2024-02-17,P11,6
2024-02-17,P12,2
2024-02-17,P13,7
2024-02-17,P14,9
2024-02-17,P15,3
2024-02-17,P16,0
2024-02-17,P17,3
2024-02-17,P18,6
2024-02-17,P19,3
2024-02-17,P20,5
2024-02-18,P1,8
2024-02-18,P2,0
2024-02-18,P3,4
2024-02-18,P4,6
2024-02-18,P5,0
2024-02-18,P6,3
2024-02-18,P7,5
2024-02-18,P8,1
2024-02-18,P9,9
2024-02-18,P10,4
2024-02-18,P11,9
2024-02-18,P12,0
2024-02-18,P13,5
2024-02-18,P14,5
2024-02-18,P15,3
2024-02-18,P16,7
2024-02-18,P17,3
2024-02-18,P18,7
2024-02-18,P19,7
2024-02-18,P20,4
2024-02-19,P1,3
2024-02-19,P2,1
2024-02-19,P3,2
2024-02-19,P4,2
2024-02-19,P5,3
2024-02-19,P6,3
2024-02-19,P7,9
2024-02-19,P8,4
2024-02-19,P9,3
2024-02-19,P10,9
2024-02-19,P11,7
2024-02-19,P12,5
2024-02-19,P13,5
2024-02-19,P14,7
2024-02-19,P15,6
2024-02-19,P16,9
2024-02-19,P17,9
2024-02-19,P18,7
2024-02-19,P19,1
2024-02-19,P20,8
2024-02-20,P1,0
2024-02-20,P2,7
2024-02-20,P3,3
2024-02-20,P4,3
2024-02-20,P5,4
2024-02-20,P6,7
2024-02-20,P7,4
2024-02-20,P8,7
2024-02-20,P9,9
2024-02-20,P10,0
2024-02-20,P11,9
2024-02-20,P12,8
2024-02-20,P13,5
2024-02-20,P14,2
2024-02-20,P15,7
2024-02-20,P16,8
2024-02-20,P17,5
2024-02-20,P18,6
2024-02-20,P19,0
2024-02-20,P20,4
2024-02-21,P1,4
2024-02-21,P2,9
2024-02-21,P3,3
2024-02-21,P4,5
2024-02-21,P5,6
2024-02-21,P6,8
2024-02-21,P7,0
2024-02-21,P8,5
2024-02-21,P9,6
2024-02-21,P10,2
2024-02-21,P11,7
2024-02-21,P12,4
2024-02-21,P13,8
2024-02-21,P14,4
2024-02-21,P15,8
2024-02-21,P16,9
2024-02-21,P17,3
2024-02-21,P18,8
2024-02-21,P19,4
2024-02-21,P20,9
2024-02-22,P1,8
2024-02-22,P2,2
2024-02-22,P3,3
2024-02-22,P4,8
2024-02-22,P5,9
2024-02-22,P6,5
2024-02-22,P7,1
2024-02-22,P8,6
2024-02-22,P9,1
2024-02-22,P10,1
2024-02-22,P11,0
2024-02-22,P12,2
2024-02-22,P13,5
2024-02-22,P14,7
2024-02-22,P15,8
2024-02-22,P16,6
2024-02-22,P17,3
2024-02-22,P18,5
2024-02-22,P19,4
2024-02-22,P20,7
2024-02-23,P1,0
2024-02-23,P2,0
2024-02-23,P3,5
2024-02-23,P4,9
2024-02-23,P5,1
2024-02-23,P6,4
2024-02-23,P7,0
2024-02-23,P8,6
2024-02-23,P9,0
2024-02-23,P10,3
2024-02-23,P11,8
2024-02-23,P12,0
2024-02-23,P13,3
2024-02-23,P14,5
2024-02-23,P15,5
2024-02-23,P16,7
2024-02-23,P17,0
2024-02-23,P18,6
2024-02-23,P19,0
2024-02-23,P20,6
2024-02-24,P1,2
2024-02-24,P2,7
2024-02-24,P3,2
2024-02-24,P4,0
2024-02-24,P5,7
2024-02-24,P6,2
2024-02-24,P7,1
2024-02-24,P8,0
2024-02-24,P9,2
2024-02-24,P10,1
2024-02-24,P11,1
2024-02-24,P12,5
2024-02-24,P13,0
2024-02-24,P14,1
2024-02-24,P15,5
2024-02-24,P16,2
2024-02-24,P17,3
2024-02-24,P18,0
2024-02-24,P19,7
2024-02-24,P20,6
2024-02-25,P1,6
2024-02-25,P2,2
2024-02-25,P3,9
2024-02-25,P4,9
2024-02-25,P5,2
2024-02-25,P6,1
2024-02-25,P7,0
2024-02-25,P8,6
2024-02-25,P9,6
2024-02-25,P10,1
2024-02-25,P11,6
2024-02-25,P12,7
2024-02-25,P13,0
2024-02-25,P14,8
2024-02-25,P15,6
2024-02-25,P16,2
2024-02-25,P17,7
2024-02-25,P18,6
2024-02-25,P19,7
2024-02-25,P20,5
2024-02-26,P1,8
2024-02-26,P2,4
2024-02-26,P3,2
2024-02-26,P4,2
2024-02-26,P5,0
2024-02-26,P6,7
2024-02-26,P7,1
2024-02-26,P8,2
2024-02-26,P9,7
2024-02-26,P10,7
2024-02-26,P11,3
2024-02-26,P12,3
2024-02-26,P13,4
2024-02-26,P14,5
2024-02-26,P15,4
2024-02-26,P16,6
2024-02-26,P17,1
2024-02-26,P18,6
2024-02-26,P19,9
2024-02-26,P20,6
2024-02-27,P1,0
2024-02-27,P2,6
2024-02-27,P3,4
2024-02-27,P4,2
2024-02-27,P5,2
2024-02-27,P6,3
2024-02-27,P7,1
2024-02-27,P8,1
2024-02-27,P9,0
2024-02-27,P10,4
2024-02-27,P11,3
2024-02-27,P12,9
2024-02-27,P13,1
2024-02-27,P14,2
2024-02-27,P15,6
2024-02-27,P16,6
2024-02-27,P17,3
2024-02-27,P18,4
2024-02-27,P19,4
2024-02-27,P20,5
2024-02-28,P1,8
2024-02-28,P2,1
2024-02-28,P3,4
2024-02-28,P4,2
2024-02-28,P5,3
2024-02-28,P6,9
2024-02-28,P7,5
2024-02-28,P8,7
2024-02-28,P9,0
2024-02-28,P10,9
2024-02-28,P11,7
2024-02-28,P12,6
2024-02-28,P13,0
2024-02-28,P14,1
2024-02-28,P15,2
2024-02-28,P16,0
2024-02-28,P17,8
2024-02-28,P18,7
2024-02-28,P19,1
2024-02-28,P20,8
2024-02-29,P1,6
2024-02-29,P2,8
2024-02-29,P3,5
2024-02-29,P4,5
2024-02-29,P5,3
2024-02-29,P6,9
2024-02-29,P7,9
2024-02-29,P8,1
2024-02-29,P9,6
2024-02-29,P10,4
2024-02-29,P11,5
2024-02-29,P12,1
2024-02-29,P13,4
2024-02-29,P14,9
2024-02-29,P15,3
2024-02-29,P16,8
2024-02-29,P17,5
2024-02-29,P18,1
2024-02-29,P19,0
2024-02-29,P20,4
